Sample,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1550,1555,1560,1565,1570,1575,1580,1585,1590,1595,1600,1605,1610,1615,1620,1625,1630,1635,1640,1645,1650,1655,1660,1665,1670,1675,1680,1685,1690,1695,1700,1705,1710,1715,1720,1725,1730,1735,1740,1745,1750,1755,1760,1765,1770,1775,1780,1785,1790,1795,1800,1805,1810,1815,1820,1825,1830,1835,1840,1845,1850,1855,1860,1865,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150,2155,2160,2165,2170,2175,2180,2185,2190,2195,2200,2205,2210,2215,2220,2225,2230,2235,2240,2245,2250,2255,2260,2265,2270,2275,2280,2285,2290,2295,2300,2305,2310,2315,2320,2325,2330,2335,2340,2345,2350,2355,2360,2365,2370,2375,2380,2385,2390,2395,2400,2405,2410,2415,2420,2425,2430,2435,2440,2445,2450,Acetone,IPA,Water,TBA
1,-0.02321,-0.02362,-0.02413,-0.02417,-0.02434,-0.02439,-0.0244,-0.02522,-0.02538,-0.02566,-0.02565,-0.02571,-0.02554,-0.02515,-0.02472,-0.02372,-0.0231,-0.0227,-0.02158,-0.02046,-0.01844,-0.01594,-0.0123,-0.00823,-0.00281,0.00562,0.01912,0.01668,0.01472,0.01882,0.02914,0.04169,0.04779,0.05599,0.06724,0.08484,0.10159,0.11464,0.12432,0.12861,0.12795,0.12362,0.11727,0.10971,0.1022,0.09676,0.0941,0.08916,0.08039,0.0699,0.06002,0.05173,0.04364,0.03654,0.0308,0.0262,0.02281,0.02049,0.01903,0.01813,0.01776,0.01818,0.01848,0.01852,0.01824,0.01742,0.01638,0.01488,0.01269,0.00983,0.00704,0.0042,0.00181,-0.00019,-0.00181,-0.00304,-0.00322,-0.00319,-0.00291,-0.00188,-0.00014,0.00238,0.00573,0.0108,0.01651,0.02219,0.02859,0.0402,0.06565,0.12605,0.23325,0.1931,0.17138,0.23944,0.24277,0.13904,0.11147,0.11628,0.13791,0.16973,0.21886,0.26045,0.25101,0.22999,0.19572,0.1498,0.12808,0.12029,0.12198,0.13527,0.14909,0.14502,0.11556,0.08718,0.06895,0.05657,0.04981,0.04528,0.0418,0.03787,0.03658,0.03739,0.03903,0.04172,0.04479,0.04825,0.04992,0.05521,0.06809,0.09235,0.13372,0.21051,0.32353,0.46234,0.60666,0.74982,0.87565,0.96787,1.0089,0.99476,0.94168,0.8597,0.77007,0.68421,0.60729,0.54499,0.5,0.47465,0.43691,0.38706,0.3341,0.28874,0.25293,0.22576,0.20555,0.19026,0.18116,0.17468,0.16879,0.16365,0.16065,0.16171,0.16735,0.17528,0.18613,0.19812,0.20226,0.19867,0.19754,0.19788,0.19974,0.20273,0.2053,0.21238,0.2228,0.23243,0.25219,0.30131,0.39821,0.45416,0.3859,0.34573,0.35761,0.34912,0.3264,0.34302,0.39622,0.40226,0.34505,0.29621,0.27588,0.26889,0.26975,0.27566,0.28371,0.28919,0.2956,0.30764,0.32898,0.35967,0.3984,0.4464,0.51651,0.61234,0.75291,0.98038,1.31373,1.56618,1.47237,1.37604,1.36651,1.32814,1.31125,1.36443,1.36355,1.22928,1.14982,1.19811,1.23164,1.11008,0.94031,0.84326,0.77687,0.72245,0.6916,0.69797,0.74504,0.82357,0.88167,0.89995,0.97107,1.17688,1.3533,1.28221,1.06215,0.97358,1.04737,1.17319,1.1137,0.94062,0.85701,0.8314,0.83929,0.87593,0.93384,1.04201,81,0,12,7
2,-0.01962,-0.02041,-0.02057,-0.02106,-0.02104,-0.02112,-0.02145,-0.02209,-0.02233,-0.02262,-0.02288,-0.02276,-0.02281,-0.02243,-0.02207,-0.02095,-0.0202,-0.01963,-0.01818,-0.01691,-0.01445,-0.0117,-0.0079,-0.0032,0.00282,0.01166,0.02454,0.02394,0.02282,0.02708,0.03814,0.05168,0.06245,0.07593,0.08946,0.1094,0.13028,0.15028,0.16875,0.1791,0.18504,0.18768,0.18546,0.17944,0.17284,0.1678,0.1646,0.15797,0.14709,0.1349,0.12195,0.11043,0.0994,0.08954,0.08109,0.07342,0.06701,0.06214,0.05844,0.05573,0.05399,0.05317,0.0528,0.05247,0.05163,0.05063,0.04914,0.0472,0.04423,0.04065,0.03661,0.03249,0.02881,0.02549,0.02242,0.02024,0.01881,0.01797,0.01709,0.01656,0.01682,0.0176,0.01906,0.0223,0.02636,0.03068,0.03557,0.04562,0.0673,0.11914,0.20641,0.19204,0.20775,0.25324,0.26108,0.16361,0.12689,0.12603,0.14225,0.16893,0.21264,0.25337,0.24867,0.22458,0.18921,0.15079,0.13377,0.13178,0.13967,0.14785,0.15431,0.14658,0.12038,0.09616,0.08086,0.06998,0.06392,0.05897,0.05518,0.05125,0.05012,0.05095,0.0528,0.05602,0.05917,0.06315,0.06755,0.07735,0.09528,0.12619,0.17857,0.2753,0.41252,0.56503,0.71617,0.86482,1.00064,1.11626,1.19363,1.22115,1.20386,1.14702,1.06417,0.97241,0.87826,0.79938,0.73414,0.68697,0.63509,0.58106,0.52102,0.46608,0.41917,0.38135,0.351,0.32654,0.30917,0.29641,0.28676,0.28104,0.27849,0.28106,0.29074,0.30286,0.31655,0.33048,0.33633,0.33404,0.33103,0.328,0.3245,0.32048,0.31606,0.31393,0.31548,0.31833,0.32882,0.36204,0.43345,0.48059,0.43187,0.39711,0.40277,0.39652,0.3757,0.38273,0.42189,0.43408,0.39118,0.3481,0.32752,0.31799,0.31541,0.31724,0.32147,0.32444,0.32726,0.33552,0.35148,0.37612,0.40972,0.45229,0.51431,0.60237,0.73381,0.9408,1.24043,1.47921,1.43615,1.41001,1.38168,1.33017,1.31641,1.36306,1.35272,1.29424,1.33656,1.4396,1.36358,1.1575,0.98569,0.89841,0.83376,0.7817,0.75486,0.76438,0.8137,0.88655,0.93946,0.98687,1.0852,1.26214,1.39888,1.34922,1.18945,1.13814,1.20703,1.27932,1.19577,1.07158,1.02004,1.00502,1.0102,1.03801,1.09025,1.16981,64,0,16,20
3,-0.01788,-0.0185,-0.01893,-0.0194,-0.01942,-0.01961,-0.0198,-0.02042,-0.02082,-0.02096,-0.02087,-0.02093,-0.02062,-0.02012,-0.01937,-0.01826,-0.01702,-0.01628,-0.01425,-0.0124,-0.00894,-0.00534,-0.00029,0.00507,0.01153,0.0201,0.03157,0.02917,0.02837,0.03325,0.04552,0.06188,0.07727,0.09813,0.12301,0.15638,0.19088,0.21921,0.24087,0.25568,0.26233,0.2618,0.25643,0.24776,0.23824,0.22987,0.22443,0.21538,0.20153,0.18493,0.16799,0.15239,0.1373,0.12324,0.11134,0.10123,0.09304,0.08676,0.08187,0.07807,0.07554,0.07389,0.07231,0.07079,0.06849,0.06578,0.06264,0.05916,0.05492,0.05,0.04484,0.03996,0.03555,0.03169,0.02827,0.0253,0.02349,0.02204,0.02107,0.02078,0.02131,0.02294,0.0254,0.0294,0.03404,0.039,0.04497,0.0566,0.08254,0.14355,0.2294,0.17826,0.16,0.23171,0.21156,0.12692,0.11242,0.12145,0.14455,0.17771,0.22734,0.26409,0.25339,0.23584,0.20814,0.17226,0.15725,0.15269,0.15724,0.17399,0.18803,0.18157,0.15305,0.12629,0.10859,0.09661,0.08928,0.08403,0.07992,0.07553,0.07402,0.07446,0.07618,0.07919,0.08323,0.0887,0.0948,0.1092,0.13479,0.18028,0.255,0.38016,0.5567,0.78507,1.02957,1.26673,1.47392,1.64078,1.7579,1.78705,1.78086,1.70866,1.60345,1.47633,1.33578,1.21099,1.1075,1.02384,0.94176,0.86612,0.78013,0.69916,0.62848,0.56947,0.5209,0.48167,0.45169,0.42574,0.40188,0.38021,0.36224,0.34898,0.3385,0.3326,0.33149,0.3329,0.32889,0.32089,0.31693,0.3156,0.3157,0.31627,0.31674,0.32196,0.33094,0.33973,0.35478,0.3949,0.47682,0.5392,0.48747,0.44199,0.44928,0.44872,0.42763,0.43566,0.48419,0.50722,0.46207,0.40901,0.38281,0.37329,0.37192,0.37596,0.38241,0.38641,0.39116,0.40178,0.42115,0.44913,0.48467,0.52961,0.59614,0.68831,0.82122,1.03796,1.34768,1.55118,1.42582,1.33006,1.31102,1.28631,1.27415,1.31137,1.27845,1.14317,1.06305,1.09591,1.14359,1.06789,0.95213,0.87795,0.82316,0.78669,0.7769,0.80389,0.86623,0.93646,0.97001,0.99947,1.11436,1.32162,1.39877,1.27166,1.11745,1.10856,1.2158,1.28584,1.18886,1.07217,1.03167,1.04033,1.07307,1.13638,1.22498,1.33828,75,0,24,1
4,-0.01025,-0.01092,-0.0113,-0.0118,-0.01213,-0.01254,-0.01291,-0.01363,-0.01386,-0.01428,-0.01432,-0.01435,-0.01401,-0.01342,-0.01265,-0.01109,-0.00965,-0.00824,-0.00577,-0.00289,0.00105,0.00557,0.01124,0.01742,0.02492,0.03389,0.04432,0.04483,0.04565,0.05208,0.06558,0.08402,0.10864,0.14233,0.17849,0.22274,0.26923,0.31194,0.34956,0.3787,0.39999,0.41449,0.41976,0.41865,0.41426,0.40943,0.40478,0.39451,0.3777,0.3571,0.33419,0.3114,0.2888,0.2676,0.24809,0.22998,0.21432,0.20082,0.18882,0.17942,0.17159,0.16524,0.15989,0.1553,0.15038,0.14513,0.13987,0.13439,0.12797,0.12081,0.11336,0.10595,0.09916,0.09267,0.08696,0.08178,0.07773,0.07421,0.07069,0.06781,0.06581,0.06442,0.06375,0.06481,0.06646,0.06885,0.07253,0.0807,0.10018,0.14596,0.20182,0.18674,0.20449,0.24515,0.22976,0.15887,0.13858,0.14189,0.15845,0.18431,0.22431,0.25622,0.25054,0.23135,0.2075,0.18458,0.1779,0.1824,0.19231,0.20246,0.20827,0.19978,0.17816,0.1587,0.14544,0.136,0.12953,0.12416,0.11981,0.11579,0.11467,0.11554,0.11743,0.12145,0.12633,0.13443,0.14662,0.17034,0.20698,0.26839,0.36631,0.52747,0.75049,1.02514,1.30808,1.56803,1.78345,1.96646,2.09589,2.14833,2.21235,2.21001,2.14598,2.05122,1.93487,1.81826,1.70326,1.59627,1.48546,1.39209,1.28472,1.18657,1.09453,1.01495,0.9428,0.8795,0.82853,0.7844,0.74641,0.71366,0.68469,0.66378,0.6463,0.63319,0.62526,0.6192,0.61052,0.59666,0.58503,0.57415,0.56347,0.55189,0.5406,0.53067,0.52425,0.52097,0.52094,0.53722,0.58019,0.61869,0.58904,0.5535,0.55017,0.54821,0.53052,0.52718,0.55305,0.57531,0.54901,0.50778,0.48178,0.46888,0.46278,0.46067,0.46087,0.46071,0.46115,0.4658,0.47806,0.49734,0.52405,0.55909,0.61143,0.68744,0.80218,0.9814,1.22815,1.39853,1.34122,1.32056,1.27914,1.23907,1.23924,1.25734,1.24083,1.21648,1.27339,1.31106,1.22989,1.10101,1.00706,0.95557,0.91441,0.89001,0.89158,0.92647,0.98768,1.04559,1.08811,1.16238,1.28429,1.4195,1.45597,1.39636,1.33884,1.36515,1.43863,1.4418,1.36181,1.31337,1.31143,1.33994,1.37323,1.41845,1.48757,1.56421,51,0,35,14
5,-0.00402,-0.00476,-0.00523,-0.00592,-0.00632,-0.00683,-0.00734,-0.00796,-0.00832,-0.00876,-0.00864,-0.0087,-0.0081,-0.00736,-0.00642,-0.00465,-0.00272,-0.0006,0.00257,0.006,0.01061,0.01607,0.02229,0.02942,0.03752,0.04679,0.05634,0.05876,0.06146,0.06939,0.08477,0.10586,0.13853,0.18483,0.23506,0.29262,0.35234,0.40854,0.4589,0.5003,0.53331,0.55921,0.57384,0.58022,0.58178,0.58097,0.57858,0.56877,0.55041,0.52632,0.49804,0.469,0.43961,0.41127,0.38427,0.35858,0.33552,0.31478,0.29586,0.27993,0.26612,0.25448,0.24436,0.23537,0.22676,0.21836,0.21005,0.20165,0.19301,0.18365,0.17404,0.16474,0.15588,0.14766,0.13997,0.13304,0.12727,0.12219,0.11694,0.11237,0.10857,0.10523,0.10242,0.10125,0.10096,0.10141,0.10304,0.10848,0.12295,0.1565,0.19386,0.19996,0.22786,0.25042,0.23767,0.17883,0.15963,0.16089,0.17363,0.19448,0.22686,0.25311,0.24988,0.23242,0.21435,0.20123,0.2007,0.21144,0.22195,0.22902,0.23135,0.22396,0.20844,0.19429,0.1845,0.17677,0.17095,0.16546,0.16116,0.15791,0.15705,0.15819,0.16117,0.16616,0.17263,0.18407,0.20191,0.23436,0.2825,0.35974,0.4811,0.6756,0.94301,1.27277,1.60184,1.88354,2.08509,2.25316,2.33745,2.36714,2.43225,2.42686,2.42295,2.38967,2.32237,2.25619,2.15851,2.06111,1.95409,1.85532,1.74306,1.64536,1.5379,1.43913,1.35369,1.27089,1.20337,1.14254,1.08847,1.04298,1.00147,0.96581,0.93529,0.90884,0.88897,0.87034,0.85095,0.82969,0.81019,0.7904,0.77097,0.75085,0.72831,0.70921,0.69265,0.67846,0.66718,0.66778,0.68474,0.70304,0.67967,0.64897,0.63996,0.6342,0.61876,0.61077,0.62056,0.63643,0.61956,0.587,0.56378,0.54848,0.54037,0.53402,0.53117,0.52783,0.52578,0.52704,0.53459,0.54788,0.56784,0.59482,0.6369,0.7008,0.79676,0.94116,1.13354,1.27232,1.26671,1.2602,1.22189,1.18555,1.19271,1.20386,1.20346,1.25098,1.35863,1.35799,1.22781,1.10675,1.04123,1.00969,0.9851,0.9749,0.98625,1.02684,1.08594,1.14067,1.19898,1.28765,1.39496,1.47774,1.51173,1.50939,1.5019,1.54063,1.58641,1.5639,1.5154,1.51314,1.53511,1.55542,1.59327,1.62468,1.6792,1.76437,34,0,48,18
6,0.00413,0.00321,0.00294,0.00228,0.00199,0.00166,0.00103,0.00075,-0.00003,-0.00019,-0.0002,-0.00028,0.00013,0.00079,0.00175,0.00327,0.00489,0.00696,0.0098,0.01352,0.01796,0.02344,0.02999,0.03744,0.04507,0.0541,0.06329,0.06472,0.06717,0.07515,0.09008,0.10997,0.14094,0.18498,0.23428,0.29153,0.35207,0.40782,0.45723,0.49794,0.5301,0.55438,0.56764,0.57345,0.57342,0.5713,0.5677,0.55749,0.53911,0.51474,0.48699,0.45834,0.42949,0.4014,0.3753,0.35022,0.32817,0.30828,0.29023,0.27501,0.26212,0.25127,0.24149,0.23306,0.2245,0.21625,0.20793,0.19954,0.1908,0.18124,0.17169,0.16244,0.15372,0.14559,0.13843,0.13156,0.12595,0.12092,0.11641,0.11201,0.10899,0.10613,0.10439,0.10389,0.10414,0.1051,0.10752,0.11384,0.1305,0.16865,0.20677,0.1984,0.21851,0.24943,0.22874,0.17353,0.15968,0.16352,0.17817,0.2011,0.23591,0.26176,0.25679,0.24145,0.22416,0.20972,0.20812,0.21606,0.22661,0.23615,0.2411,0.23375,0.21656,0.2005,0.18954,0.18126,0.17539,0.17006,0.16547,0.16188,0.16074,0.16147,0.16406,0.16829,0.17569,0.18624,0.20289,0.23379,0.28121,0.35675,0.47508,0.66394,0.9218,1.24235,1.58125,1.85829,2.07151,2.22542,2.32144,2.32965,2.37782,2.38555,2.37311,2.3475,2.30151,2.20887,2.13067,2.03161,1.94647,1.83334,1.73156,1.62365,1.51669,1.42201,1.33225,1.25136,1.18479,1.12373,1.07055,1.02307,0.9787,0.94213,0.91047,0.8846,0.86251,0.84175,0.82168,0.79846,0.77797,0.75913,0.73912,0.72055,0.70096,0.68552,0.67071,0.66036,0.65285,0.65653,0.68098,0.70502,0.68175,0.64862,0.64016,0.63587,0.61955,0.61145,0.6254,0.64555,0.62704,0.5914,0.56612,0.55172,0.54358,0.53856,0.53607,0.53388,0.53324,0.53571,0.54433,0.55962,0.58071,0.61066,0.65452,0.71926,0.81795,0.96732,1.17216,1.30256,1.26305,1.23245,1.20186,1.1763,1.18008,1.18842,1.17427,1.18515,1.25182,1.26128,1.18147,1.08907,1.02901,0.99552,0.97272,0.96398,0.97913,1.02107,1.08157,1.13208,1.17844,1.26368,1.38548,1.47602,1.48074,1.43713,1.44595,1.49375,1.54462,1.5239,1.47386,1.46601,1.48905,1.52014,1.55909,1.60837,1.6709,1.73412,40,0,48,12
7,-0.01398,-0.01465,-0.01472,-0.01515,-0.01512,-0.01514,-0.01546,-0.01569,-0.01617,-0.01681,-0.01704,-0.01727,-0.0174,-0.01741,-0.01722,-0.01642,-0.01609,-0.01565,-0.01487,-0.01366,-0.01199,-0.00986,-0.00644,-0.00209,0.00357,0.01297,0.02627,0.02807,0.02666,0.03097,0.04089,0.05219,0.06016,0.06957,0.07656,0.08792,0.10158,0.11885,0.13972,0.14575,0.15177,0.15822,0.15942,0.1561,0.15165,0.14885,0.14738,0.1423,0.13347,0.12443,0.11435,0.10467,0.09592,0.08811,0.08176,0.07488,0.0688,0.06424,0.06061,0.05802,0.05625,0.05553,0.05537,0.05544,0.05518,0.0551,0.05449,0.05343,0.05137,0.04823,0.04449,0.04052,0.03685,0.0332,0.03024,0.02757,0.02606,0.02522,0.02434,0.0229,0.02289,0.02273,0.02315,0.02524,0.02844,0.03185,0.03595,0.04396,0.06196,0.10507,0.18456,0.19989,0.25217,0.27301,0.29838,0.1985,0.14492,0.13561,0.14554,0.16645,0.20392,0.24642,0.24773,0.21949,0.17861,0.14046,0.12372,0.12418,0.13754,0.13872,0.13796,0.12813,0.10446,0.08352,0.07054,0.06166,0.05683,0.05248,0.04858,0.04508,0.04407,0.04511,0.04722,0.0496,0.05293,0.05557,0.05921,0.06644,0.08093,0.10348,0.14131,0.21952,0.32981,0.42958,0.52177,0.61688,0.7064,0.78637,0.8435,0.87132,0.86605,0.83112,0.77821,0.71613,0.65395,0.5996,0.55668,0.52584,0.48914,0.44949,0.40538,0.3648,0.33189,0.30586,0.28473,0.26751,0.257,0.25113,0.24967,0.25437,0.26208,0.2735,0.29577,0.31911,0.34184,0.36342,0.37692,0.37982,0.37871,0.37563,0.36959,0.36166,0.35287,0.34372,0.33726,0.33435,0.3388,0.36192,0.41658,0.44987,0.40792,0.38057,0.38391,0.375,0.35582,0.35964,0.38918,0.3952,0.35895,0.32463,0.30747,0.29808,0.29355,0.29287,0.29436,0.29554,0.29693,0.3021,0.31371,0.33457,0.36372,0.40233,0.45996,0.54111,0.66521,0.85776,1.1303,1.38437,1.40288,1.42749,1.40729,1.33867,1.32111,1.37258,1.37446,1.37515,1.5135,1.68583,1.52322,1.2309,1.02189,0.92633,0.85863,0.79724,0.76102,0.75888,0.79834,0.86505,0.92561,0.99,1.08983,1.22995,1.37029,1.37866,1.24474,1.17866,1.22289,1.27102,1.20496,1.09751,1.04332,1.01566,1.0022,1.01023,1.03481,1.08757,52,1,12,35
8,-0.01251,-0.01329,-0.0134,-0.01383,-0.01381,-0.01392,-0.01429,-0.01455,-0.01515,-0.0155,-0.01572,-0.01602,-0.01603,-0.01605,-0.01579,-0.01507,-0.01461,-0.01379,-0.01288,-0.01142,-0.0095,-0.00694,-0.00304,0.00145,0.00759,0.01696,0.02968,0.0313,0.03038,0.03513,0.04593,0.05802,0.06938,0.08273,0.09299,0.10871,0.12673,0.14716,0.16984,0.17975,0.18809,0.1956,0.19694,0.19363,0.18909,0.18652,0.18493,0.17904,0.16929,0.15859,0.14669,0.13528,0.1247,0.11508,0.10694,0.09846,0.09123,0.08552,0.08084,0.0771,0.0747,0.07328,0.07248,0.07191,0.07108,0.07056,0.06932,0.06764,0.06511,0.06143,0.05723,0.05273,0.04859,0.04442,0.04106,0.03799,0.03606,0.03465,0.0333,0.03154,0.03102,0.03046,0.03051,0.03217,0.035,0.0381,0.04211,0.04992,0.06774,0.11051,0.18561,0.19962,0.25017,0.27116,0.2918,0.19497,0.14545,0.1377,0.14817,0.16939,0.20695,0.24798,0.24863,0.22036,0.1822,0.14718,0.13234,0.1345,0.14769,0.14896,0.14863,0.13838,0.11554,0.09501,0.08212,0.07327,0.06821,0.06376,0.0596,0.05575,0.05481,0.05586,0.05811,0.06059,0.06422,0.06758,0.07253,0.08236,0.10049,0.12874,0.17689,0.27143,0.40298,0.52814,0.64606,0.764,0.87495,0.975,1.0521,1.09104,1.09763,1.06331,1.00545,0.93242,0.85529,0.78632,0.728,0.68251,0.63508,0.587,0.53352,0.48358,0.44127,0.40625,0.37747,0.35317,0.3371,0.3255,0.31843,0.3181,0.32066,0.3277,0.34411,0.36279,0.38125,0.40024,0.41162,0.41394,0.41316,0.41036,0.40456,0.39675,0.38769,0.37827,0.37154,0.36813,0.37113,0.39168,0.44218,0.47527,0.43635,0.40799,0.41089,0.40303,0.38407,0.38642,0.41503,0.42411,0.39034,0.35517,0.33693,0.32702,0.32183,0.32041,0.32139,0.32213,0.32283,0.32747,0.33893,0.35891,0.38712,0.42508,0.48047,0.56171,0.68424,0.87398,1.1385,1.38988,1.40514,1.4194,1.39946,1.34263,1.31766,1.36291,1.36336,1.36861,1.51841,1.66716,1.49399,1.20842,1.0198,0.93272,0.86772,0.81075,0.7814,0.78478,0.82934,0.89493,0.95533,1.02317,1.12668,1.26777,1.39603,1.39351,1.27345,1.22246,1.27139,1.31078,1.23251,1.13919,1.09595,1.07497,1.06987,1.07711,1.11228,1.17045,50,1,16,33
9,-0.00981,-0.01064,-0.01062,-0.01091,-0.01087,-0.01084,-0.01115,-0.01119,-0.01146,-0.01191,-0.01213,-0.01241,-0.0124,-0.01235,-0.01208,-0.0115,-0.01096,-0.01008,-0.00882,-0.00704,-0.00482,-0.00169,0.00225,0.00723,0.01396,0.02387,0.03634,0.04013,0.04074,0.04674,0.05882,0.07241,0.09146,0.11394,0.12936,0.1498,0.17401,0.20272,0.23569,0.25195,0.26752,0.28332,0.29042,0.29131,0.29102,0.29207,0.29287,0.28796,0.27768,0.266,0.25133,0.23625,0.22226,0.20899,0.19681,0.18377,0.17208,0.16205,0.15332,0.14613,0.14026,0.13599,0.1325,0.1301,0.12763,0.12578,0.12354,0.12109,0.11766,0.11301,0.10766,0.10174,0.09606,0.09042,0.08523,0.0804,0.07687,0.0741,0.07078,0.0669,0.06423,0.06123,0.05854,0.05764,0.05785,0.05878,0.06085,0.06585,0.07852,0.10928,0.1634,0.20893,0.29297,0.28502,0.31238,0.22039,0.16447,0.15193,0.15731,0.17351,0.20461,0.24227,0.24694,0.21492,0.17767,0.1524,0.14408,0.15506,0.17324,0.16699,0.1594,0.14713,0.12969,0.11459,0.10522,0.09801,0.09378,0.08873,0.08427,0.08065,0.07995,0.08114,0.08358,0.08652,0.09082,0.09566,0.10455,0.1207,0.1466,0.18492,0.24899,0.3721,0.54179,0.69226,0.82605,0.95791,1.08304,1.19425,1.30701,1.38276,1.4265,1.42887,1.39716,1.33555,1.25973,1.18319,1.10739,1.03993,0.97455,0.91308,0.84648,0.78347,0.728,0.67887,0.63538,0.5965,0.56786,0.54536,0.52969,0.52288,0.51929,0.51877,0.52837,0.53972,0.55271,0.56802,0.58025,0.58484,0.58537,0.58439,0.57673,0.56594,0.5517,0.534,0.51745,0.50506,0.49618,0.49641,0.51568,0.52954,0.50409,0.4812,0.477,0.4699,0.45489,0.45095,0.46393,0.47078,0.4496,0.42312,0.40612,0.39387,0.38463,0.37878,0.37489,0.37152,0.36817,0.36836,0.3738,0.38648,0.40755,0.43739,0.48404,0.55226,0.6646,0.82433,1.04593,1.26419,1.34891,1.42466,1.39109,1.30929,1.30669,1.34304,1.34813,1.45182,1.71127,1.85634,1.54177,1.20688,1.04264,0.97746,0.92055,0.87205,0.84915,0.85753,0.90414,0.96684,1.0391,1.14149,1.2489,1.34194,1.45004,1.49219,1.43874,1.41611,1.43879,1.42117,1.34945,1.30716,1.2961,1.28023,1.26873,1.26951,1.29,1.30726,30,1,24,45
